model,problems,correct,attempts,condition,mode,level,type,threshold
qwen2.5-math-7b,8,8,1.12,baseline,best-of-n,1,all,0.9
qwen2.5-math-7b,8,8,1.0,openmath,best-of-n,1,all,0.9
qwen2.5-math-7b,16,14,1.5,baseline,best-of-n,2,all,0.9
qwen2.5-math-7b,16,15,1.5,openmath,best-of-n,2,all,0.9
qwen2.5-math-7b,19,17,1.53,baseline,best-of-n,3,all,0.9
qwen2.5-math-7b,19,17,1.53,openmath,best-of-n,3,all,0.9
qwen2.5-math-7b,18,16,1.89,baseline,best-of-n,4,all,0.9
qwen2.5-math-7b,18,18,1.06,openmath,best-of-n,4,all,0.9
qwen2.5-math-7b,14,13,1.57,baseline,best-of-n,5,all,0.9
qwen2.5-math-7b,14,12,1.57,openmath,best-of-n,5,all,0.9
qwen2.5-math-7b,15,15,1.07,baseline,best-of-n,all,algebra,0.9
qwen2.5-math-7b,15,15,1.0,openmath,best-of-n,all,algebra,0.9
qwen2.5-math-7b,9,8,1.44,baseline,best-of-n,all,counting_&_probability,0.9
qwen2.5-math-7b,9,9,1.22,openmath,best-of-n,all,counting_&_probability,0.9
qwen2.5-math-7b,3,3,2.33,baseline,best-of-n,all,geometry,0.9
qwen2.5-math-7b,3,3,1.33,openmath,best-of-n,all,geometry,0.9
qwen2.5-math-7b,15,12,2.13,baseline,best-of-n,all,intermediate_algebra,0.9
qwen2.5-math-7b,15,13,1.73,openmath,best-of-n,all,intermediate_algebra,0.9
qwen2.5-math-7b,9,9,1.11,baseline,best-of-n,all,number_theory,0.9
qwen2.5-math-7b,9,9,1.0,openmath,best-of-n,all,number_theory,0.9
qwen2.5-math-7b,13,13,1.23,baseline,best-of-n,all,prealgebra,0.9
qwen2.5-math-7b,13,13,1.08,openmath,best-of-n,all,prealgebra,0.9
qwen2.5-math-7b,11,8,2.18,baseline,best-of-n,all,precalculus,0.9
qwen2.5-math-7b,11,8,2.09,openmath,best-of-n,all,precalculus,0.9
